date,Скорост,Тегло,Дължина,Брой автомобили
2023-02-02 20:00:00,47.72314049586777,1530.1471861471862,5274.485596707819,243
2023-02-03 00:00:00,48.12676056338028,1902.2272727272727,5328.571428571428,72
2023-02-03 04:00:00,46.16287878787879,2724.4618473895584,5650.570342205323,269
2023-02-03 08:00:00,47.89193302891933,2148.0981012658226,4542.048929663609,661
2023-02-03 12:00:00,49.10939510939511,2221.285140562249,4337.065637065637,785
2023-02-03 16:00:00,47.69642857142857,2029.2558139534883,4883.587786259542,791
2023-02-03 20:00:00,49.644128113879006,1442.5645756457563,5244.444444444444,282
2023-02-04 00:00:00,50.473118279569896,1093.4831460674156,5164.5161290322585,93
2023-02-04 04:00:00,50.05035971223022,2220.9312977099235,5559.124087591241,139
2023-02-04 08:00:00,49.92260692464358,1825.8662420382166,4270.143149284254,491
2023-02-04 12:00:00,51.552567237163814,1671.8502538071066,3915.3658536585367,824
2023-02-04 16:00:00,50.10928961748634,1544.857142857143,4533.333333333333,736
2023-02-04 20:00:00,49.44491525423729,1720.472972972973,5433.050847457627,238
2023-02-05 00:00:00,51.385245901639344,1357.3859649122808,5321.138211382114,124
2023-02-05 04:00:00,48.4921875,2312.2166666666667,5766.929133858268,129
2023-02-05 08:00:00,50.63548387096774,2633.275747508306,4687.096774193548,312
2023-02-05 12:00:00,50.31120943952802,1648.451463790447,3959.8518518518517,678
2023-02-05 16:00:00,49.75675675675676,1963.1328125,4864.06015037594,672
2023-02-05 20:00:00,48.81683168316832,1774.3897435897436,5472.139303482587,203
2023-02-06 00:00:00,43.46666666666667,1226.3846153846155,5076.666666666667,30
2023-02-06 04:00:00,48.372549019607845,3040.176056338028,5487.296416938111,316
2023-02-06 08:00:00,46.62091503267974,2712.53367003367,4583.844911147011,626
2023-02-06 12:00:00,47.14829931972789,2491.8207681365575,4526.265389876881,737
2023-02-06 16:00:00,48.262881177707676,1888.8994535519125,4834.32518597237,956
2023-02-06 20:00:00,48.633187772925766,1970.4434389140272,5591.629955947136,231
2023-02-07 00:00:00,44.064516129032256,1185.4333333333334,5112.903225806452,32
2023-02-07 04:00:00,45.97966101694915,2428.4748201438847,5412.982456140351,298
2023-02-07 08:00:00,45.66833333333334,2150.4561403508774,4452.173913043478,607
2023-02-07 12:00:00,47.12394366197183,2033.5889387144994,4321.875,713
2023-02-07 16:00:00,47.74533479692646,1806.7314814814815,4642.841530054645,931
2023-02-07 20:00:00,46.79824561403509,1827.1860465116279,5316.071428571428,229
2023-02-08 00:00:00,45.77142857142857,3331.6206896551726,5145.714285714285,38
2023-02-08 04:00:00,47.3672131147541,2597.14089347079,5365.016501650165,306
2023-02-08 08:00:00,46.70471841704718,2641.429252782194,4524.085365853659,663
2023-02-08 12:00:00,46.76342710997442,2133.6049868766404,4496.188055908513,789
2023-02-08 16:00:00,47.46569646569647,1845.247046186896,4728.735632183908,970
2023-02-08 20:00:00,48.04744525547445,1555.4490566037737,5292.700729927007,277
2023-02-09 00:00:00,48.55882352941177,1999.4754098360656,5477.611940298508,68
2023-02-09 04:00:00,48.20520231213873,2279.808510638298,5257.434402332362,349
2023-02-09 08:00:00,46.6267942583732,2205.85,4516.50641025641,629
2023-02-09 12:00:00,46.940520446096656,2275.7265625,4488.639200998751,810
2023-02-09 16:00:00,47.826859045504996,1753.0648899188875,4534.03314917127,911
2023-02-09 20:00:00,49.47970479704797,1483.6218487394958,5174.906367041199,272
2023-02-10 00:00:00,45.34090909090909,1388.3076923076924,4647.619047619048,44
2023-02-10 04:00:00,47.17821782178218,3010.5640138408303,5800.664451827242,306
2023-02-10 08:00:00,47.625,2566.552,4496.341463414634,670
2023-02-10 12:00:00,48.84800965018094,2116.4444444444443,4381.818181818182,834
2023-02-10 16:00:00,47.95474137931034,1849.6211604095563,4684.615384615385,932
2023-02-10 20:00:00,50.80344827586207,1551.6555555555556,5224.125874125874,291
2023-02-11 00:00:00,50.39622641509434,1463.91,5141.509433962264,106
2023-02-11 04:00:00,50.68604651162791,2018.6463414634147,5326.470588235294,173
2023-02-11 08:00:00,50.01307189542484,2091.332584269663,4518.736383442266,465
2023-02-11 12:00:00,51.70480549199085,1605.5006045949215,3856.342857142857,879
2023-02-11 16:00:00,50.42424242424242,1602.0115942028986,4492.022008253095,735
2023-02-11 20:00:00,52.77489177489178,1853.8603603603603,5638.62660944206,235
2023-02-12 00:00:00,51.44,965.2386363636364,4824.242424242424,100
2023-02-12 04:00:00,48.93457943925234,2329.9714285714285,5539.252336448598,108
2023-02-12 08:00:00,49.62996941896024,2128.8238993710693,4537.2307692307695,328
2023-02-12 12:00:00,51.072319201995015,1581.4612403100775,3874.6882793017458,805
2023-02-12 16:00:00,45.78175313059034,1390.3902439024391,4350.719424460432,561
2023-02-12 20:00:00,48.35233160621762,1463.7945945945946,5159.375,193
2023-02-13 00:00:00,50.9375,1541.6153846153845,5061.290322580645,32
2023-02-13 04:00:00,49.465798045602604,2615.6735395189003,5426.490066225166,308
2023-02-13 08:00:00,46.994565217391305,2390.977240398293,4473.835616438356,741
2023-02-13 12:00:00,47.91002570694087,2219.5295698924733,4385.122897800777,785
2023-02-13 16:00:00,46.227225130890055,1748.4972067039107,4611.416490486258,964
2023-02-13 20:00:00,45.648148148148145,1568.8798076923076,5220.754716981132,218
2023-02-14 00:00:00,46.18518518518518,1087.3207547169811,4838.888888888889,54
2023-02-14 04:00:00,49.16233766233766,2710.2491582491584,5242.904290429043,308
2023-02-14 08:00:00,45.613861386138616,2321.844827586207,4588.741721854305,305
2023-02-14 12:00:00,46.583098591549295,2243.21752265861,4404.788732394366,356
2023-02-14 16:00:00,46.86507936507937,1881.883008356546,4541.644562334218,379
2023-02-14 20:00:00,46.30597014925373,1897.3389830508474,5252.205882352941,139
2023-02-15 00:00:00,52.57142857142857,1590.560975609756,5662.5,51
2023-02-15 04:00:00,49.11363636363637,2342.8888888888887,5130.30303030303,133
2023-02-15 08:00:00,46.65277777777778,2203.7757352941176,4650.175438596491,290
2023-02-15 12:00:00,47.10755813953488,2087.354938271605,4349.122807017544,345
2023-02-15 16:00:00,48.248768472906406,1736.9784366576819,4496.534653465346,408
2023-02-15 20:00:00,45.574074074074076,1323.4,5214.1509433962265,109
2023-02-16 00:00:00,41.84615384615385,1248.5,5072.0,27
2023-02-16 04:00:00,48.3046357615894,2397.041095890411,4932.214765100671,151
2023-02-16 08:00:00,46.41158536585366,2475.9842271293373,4769.207317073171,329
2023-02-16 12:00:00,47.62191780821918,2578.970238095238,4760.1108033241,367
2023-02-16 16:00:00,45.825783972125436,1742.8432835820895,4464.11149825784,288
2023-02-16 20:00:00,,,,0
2023-02-17 00:00:00,,,,0
2023-02-17 04:00:00,,,,0
2023-02-17 08:00:00,,,,0
2023-02-17 12:00:00,,,,0
2023-02-17 16:00:00,,,,0
2023-02-17 20:00:00,,,,0
2023-02-18 00:00:00,,,,0
2023-02-18 04:00:00,,,,0
2023-02-18 08:00:00,,,,0
2023-02-18 12:00:00,,,,0
2023-02-18 16:00:00,,,,0
2023-02-18 20:00:00,,,,0
2023-02-19 00:00:00,,,,0
2023-02-19 04:00:00,,,,0
2023-02-19 08:00:00,,,,0
2023-02-19 12:00:00,,,,0
2023-02-19 16:00:00,,,,0
2023-02-19 20:00:00,,,,0
2023-02-20 00:00:00,,,,0
2023-02-20 04:00:00,,,,0
2023-02-20 08:00:00,,,,0
2023-02-20 12:00:00,,,,0
2023-02-20 16:00:00,,,,0
2023-02-20 20:00:00,,,,0
2023-02-21 00:00:00,,,,0
2023-02-21 04:00:00,,,,0
2023-02-21 08:00:00,,,,0
2023-02-21 12:00:00,,,,0
2023-02-21 16:00:00,,,,0
2023-02-21 20:00:00,,,,0
2023-02-22 00:00:00,,,,0
2023-02-22 04:00:00,,,,0
2023-02-22 08:00:00,,,,0
2023-02-22 12:00:00,,,,0
2023-02-22 16:00:00,,,,0
2023-02-22 20:00:00,,,,0
2023-02-23 00:00:00,,,,0
2023-02-23 04:00:00,,,,0
2023-02-23 08:00:00,,,,0
2023-02-23 12:00:00,,,,0
2023-02-23 16:00:00,48.90074441687345,1944.4251012145749,4764.617314930992,812
2023-02-23 20:00:00,47.640625,1641.3459915611813,5160.15625,260
2023-02-24 00:00:00,45.55357142857143,2355.396226415094,5227.272727272727,56
2023-02-24 04:00:00,45.88095238095238,2525.3745583038867,5298.986486486487,300
2023-02-24 08:00:00,46.78045515394913,2351.521676300578,4482.993197278912,751
2023-02-24 12:00:00,46.88172043010753,2012.2049418604652,4246.256684491978,755
2023-02-24 16:00:00,48.32281553398058,1909.87448840382,4641.09756097561,833
2023-02-24 20:00:00,51.06072874493927,1710.7885462555066,5543.852459016393,251
2023-02-25 00:00:00,51.78512396694215,1060.3982300884957,4947.93388429752,122
2023-02-25 04:00:00,53.44827586206897,2712.365671641791,5440.579710144928,147
2023-02-25 08:00:00,50.125,2103.251968503937,4325.093632958801,538
2023-02-25 12:00:00,50.78729689807977,1518.4574132492114,3937.777777777778,682
2023-02-25 16:00:00,48.902800658978585,1561.1745730550285,4303.973509933775,616
2023-02-25 20:00:00,50.153225806451616,1593.2260869565218,5279.116465863453,254
2023-02-26 00:00:00,50.63095238095238,1205.7777777777778,4996.428571428572,84
2023-02-26 04:00:00,49.1875,2237.826923076923,5443.119266055046,112
2023-02-26 08:00:00,50.04719764011799,2076.9620253164558,4516.470588235294,341
2023-02-26 12:00:00,51.0,1777.5422077922078,3965.4377880184334,655
2023-02-26 16:00:00,50.55572755417957,1619.9966722129784,4384.820031298905,650
2023-02-26 20:00:00,48.92718446601942,1579.1237113402062,5287.864077669903,209
2023-02-27 00:00:00,50.25454545454546,1559.3333333333333,4785.714285714285,57
2023-02-27 04:00:00,47.63716814159292,2853.4200626959246,5385.62874251497,340
2023-02-27 08:00:00,47.503782148260214,2316.6639344262294,4581.03186646434,664
2023-02-27 12:00:00,47.14365411436541,2112.4462686567163,4490.0,719
2023-02-27 16:00:00,46.86327683615819,1685.0566948130277,4474.518686296716,890
2023-02-27 20:00:00,48.64963503649635,1876.889328063241,5435.44776119403,277
2023-02-28 00:00:00,40.06060606060606,3345.46875,6139.393939393939,34
2023-02-28 04:00:00,47.548701298701296,2764.4666666666667,5361.716171617161,310
2023-02-28 08:00:00,47.199413489736074,2350.8273155416014,4700.58651026393,689
2023-02-28 12:00:00,46.306684141546526,2042.9795640326975,4423.320158102767,766
2023-02-28 16:00:00,45.89976133651551,1721.0664928292047,4688.862275449102,843
2023-02-28 20:00:00,45.62051282051282,1442.6417112299466,5297.948717948718,197
2023-03-01 00:00:00,41.18181818181818,1290.59375,5281.818181818182,66
2023-03-01 04:00:00,47.68013468013468,2643.6542750929366,5228.719723183391,602
2023-03-01 08:00:00,45.862229102167184,2654.998322147651,4738.390092879257,1310
2023-03-01 12:00:00,48.29803921568627,2412.150429799427,4373.759791122716,782
2023-03-01 16:00:00,46.563035495716036,1765.2421875,4617.589175891759,823
2023-03-01 20:00:00,48.436,1383.4237288135594,5231.983805668016,251
2023-03-02 00:00:00,45.38297872340426,1652.0666666666666,5376.595744680851,47
2023-03-02 04:00:00,46.68996960486322,2527.67868852459,5173.456790123457,331
2023-03-02 08:00:00,46.42668863261944,2660.196629213483,4614.046822742475,614
2023-03-02 12:00:00,47.86632390745501,2138.2671328671327,4409.020618556701,784
2023-03-02 16:00:00,47.699757869249396,1987.0123456790122,4783.170731707317,843
2023-03-02 20:00:00,48.441295546558706,1779.10407239819,5346.887966804979,252
2023-03-03 00:00:00,51.79220779220779,1724.8285714285714,5438.1578947368425,77
2023-03-03 04:00:00,50.9685534591195,1976.0067567567567,5436.538461538462,160
2023-03-03 08:00:00,50.37378640776699,2183.422110552764,4491.911764705882,414
2023-03-03 12:00:00,50.750346740638,1806.5103550295858,4073.96694214876,726
2023-03-03 16:00:00,50.4633431085044,1506.142857142857,4355.604719764012,686
2023-03-03 20:00:00,48.30222222222222,1503.7093596059112,5296.396396396396,227
2023-03-04 00:00:00,50.654545454545456,1067.8446601941748,4996.363636363636,110
2023-03-04 04:00:00,49.64957264957265,2129.7321428571427,5397.413793103448,118
2023-03-04 08:00:00,50.71168831168831,2086.3296089385476,4587.434554973822,386
2023-03-04 12:00:00,50.509536784741144,1563.0450581395348,3919.3197278911566,737
2023-03-04 16:00:00,50.18896321070234,1567.3806921675773,4338.888888888889,602
2023-03-04 20:00:00,52.810810810810814,1550.759493670886,5307.364341085271,263
2023-03-05 00:00:00,51.68817204301075,1316.5903614457832,5124.175824175824,96
2023-03-05 04:00:00,49.853846153846156,2136.4628099173556,5596.062992125984,130
2023-03-05 08:00:00,49.189473684210526,2365.7014925373132,4427.561837455831,287
2023-03-05 12:00:00,51.600624024961,1805.9966887417218,4032.761310452418,645
2023-03-05 16:00:00,50.3109375,1555.4841402337229,4371.428571428572,643
2023-03-05 20:00:00,48.53846153846154,2564.520202020202,5647.290640394089,210
2023-03-06 00:00:00,39.45238095238095,2162.32,5238.0952380952385,52
2023-03-06 04:00:00,47.962025316455694,2751.2491467576792,5107.419354838709,318
2023-03-06 08:00:00,47.30239099859353,2295.509893455099,4517.304964539007,716
2023-03-06 12:00:00,47.1564039408867,2204.5456919060052,4506.041923551172,818
2023-03-06 16:00:00,47.17199558985667,1876.6241217798595,4601.664816870144,913
2023-03-06 20:00:00,47.200873362445414,2177.798969072165,5378.440366972477,230
2023-03-07 00:00:00,42.38095238095238,3907.4594594594596,5870.731707317073,42
2023-03-07 04:00:00,47.739549839228296,2781.736301369863,5072.077922077922,313
2023-03-07 08:00:00,46.41033434650456,2491.061788617886,4543.491577335375,663
2023-03-07 12:00:00,47.89389920424403,2040.8881118881118,4242.069892473119,757
2023-03-07 16:00:00,46.98688524590164,2103.5017502917153,4651.369112814896,927
2023-03-07 20:00:00,47.05204460966543,1630.0,5299.233716475096,273
2023-03-08 00:00:00,48.82258064516129,2735.0535714285716,5544.827586206897,62
2023-03-08 04:00:00,47.54545454545455,2802.656346749226,5095.870206489675,342
2023-03-08 08:00:00,46.94244604316547,2459.5504587155965,4559.420289855072,698
2023-03-08 12:00:00,47.17505995203837,1977.518565941101,4400.120627261761,836
2023-03-08 16:00:00,47.99574920297556,1970.609480812641,4600.320855614973,949
2023-03-08 20:00:00,49.48010610079576,1378.9756097560976,5210.63829787234,389
2023-03-09 00:00:00,49.38333333333333,1612.930693069307,5384.297520661157,126
2023-03-09 04:00:00,47.880466472303205,2896.7102803738317,5197.959183673469,350
2023-03-09 08:00:00,47.76011994002999,2326.2022653721683,4643.458646616541,670
2023-03-09 12:00:00,47.93133047210301,2337.027314112291,4672.805755395683,703
2023-03-09 16:00:00,48.07457627118644,1876.8548387096773,4626.1660978384525,893
2023-03-09 20:00:00,49.35766423357664,1721.789029535865,5401.908396946565,277
2023-03-10 00:00:00,48.379746835443036,2667.5538461538463,5212.0,81
2023-03-10 04:00:00,47.25423728813559,2786.332298136646,5234.844192634561,359
2023-03-10 08:00:00,47.592032967032964,2771.753424657534,4567.307692307692,745
2023-03-10 12:00:00,47.57866666666666,2573.764350453172,4368.6248331108145,770
2023-03-10 16:00:00,48.11709601873536,2074.5007215007213,4484.885126964933,868
2023-03-10 20:00:00,53.226912928759894,1442.1263157894737,4547.5073313783,389
2023-03-11 00:00:00,52.927536231884055,1352.2820512820513,5140.579710144928,139
2023-03-11 04:00:00,58.19553072625698,2605.810344827586,4781.481481481482,183
2023-03-11 08:00:00,52.58527131782946,2118.7903930131006,4261.538461538462,527
2023-03-11 12:00:00,52.08717310087173,1779.7597684515194,3926.691729323308,817
2023-03-11 16:00:00,51.23641304347826,1911.621236133122,4485.869565217391,751
2023-03-11 20:00:00,48.61797752808989,1548.4598214285713,5148.854961832061,270
2023-03-12 00:00:00,51.73202614379085,1024.4657534246576,4849.333333333333,153
2023-03-12 04:00:00,53.55223880597015,2268.7295081967213,5259.090909090909,135
2023-03-12 08:00:00,50.4985590778098,2615.434250764526,4715.652173913043,348
2023-03-12 12:00:00,50.91851851851852,1518.1994851994853,3893.98773006135,817
2023-03-12 16:00:00,49.94133333333333,1586.8817663817663,4356.8,759
2023-03-12 20:00:00,48.929515418502206,1643.1448598130842,5295.594713656387,229
2023-03-13 00:00:00,41.825,5747.8125,5772.972972972973,40
2023-03-13 04:00:00,48.425396825396824,3536.2953020134228,5103.164556962025,329
2023-03-13 08:00:00,46.77405857740586,2394.781388478582,4502.2662889518415,721
2023-03-13 12:00:00,45.90409207161125,2224.4317548746517,4569.062901155327,785
2023-03-13 16:00:00,45.93579978237214,1739.0221962616822,4449.013157894737,929
2023-03-13 20:00:00,46.46288209606987,1655.611111111111,5393.333333333333,231
2023-03-14 00:00:00,40.8,3319.139534883721,5715.686274509804,51
2023-03-14 04:00:00,48.172413793103445,2831.731543624161,5159.3650793650795,321
2023-03-14 08:00:00,46.031719532554256,2190.3404634581107,4609.966216216216,601
2023-03-14 12:00:00,47.40793201133145,2431.3996937212864,4569.740634005763,708
2023-03-14 16:00:00,47.40320733104238,1936.157894736842,4659.216589861751,881
2023-03-14 20:00:00,46.073059360730596,1508.0487804878048,5321.198156682028,220
2023-03-15 00:00:00,46.03508771929825,2332.66,5083.928571428572,57
2023-03-15 04:00:00,47.403560830860535,2889.025,5348.802395209581,337
2023-03-15 08:00:00,46.18683001531394,2341.4918032786886,4478.858024691358,659
2023-03-15 12:00:00,47.32539682539682,2265.5129682997117,4478.675496688742,767
2023-03-15 16:00:00,48.31461988304093,1884.2259259259258,4667.840375586855,869
2023-03-15 20:00:00,47.766323024054984,1439.492700729927,5270.588235294118,293
2023-03-16 00:00:00,43.885245901639344,4107.406779661017,5880.327868852459,61
2023-03-16 04:00:00,46.066901408450704,2991.747169811321,5431.654676258992,285
2023-03-16 08:00:00,46.00456621004566,2574.0099833610648,4820.276497695852,659
2023-03-16 12:00:00,47.18650793650794,2371.693732193732,4636.363636363636,760
2023-03-16 16:00:00,47.27223427331887,1666.9578107183581,4148.975188781014,928
2023-03-16 20:00:00,47.86363636363637,1513.3893805309735,3651.028806584362,244
2023-03-17 00:00:00,51.41095890410959,4576.421875,4421.917808219178,75
2023-03-17 04:00:00,47.33734939759036,3181.346875,5176.204819277108,336
2023-03-17 08:00:00,46.66295264623955,2633.7602427921092,4729.370629370629,721
2023-03-17 12:00:00,47.16064257028113,2351.0813253012047,4511.662198391421,760
2023-03-17 16:00:00,48.91044776119403,1809.111245465538,4384.526558891455,875
2023-03-17 20:00:00,51.505415162454874,1410.1724137931035,3605.0179211469535,281
2023-03-18 00:00:00,51.285714285714285,1654.4245283018868,3849.5575221238937,113
2023-03-18 04:00:00,51.806060606060605,2654.860927152318,4906.134969325153,166
2023-03-18 08:00:00,49.724381625441694,1952.6455938697318,4419.360568383659,566
2023-03-18 12:00:00,50.84944920440636,1526.6902887139108,4035.6447688564476,828
2023-03-18 16:00:00,49.16201117318436,1523.0136570561456,3915.804195804196,720
2023-03-18 20:00:00,51.87407407407407,1630.5753968253969,3890.4761904761904,275
2023-03-19 00:00:00,50.8252427184466,1228.5463917525774,3667.9245283018868,106
2023-03-19 04:00:00,51.18181818181818,2236.9291338582675,4867.424242424242,134
2023-03-19 08:00:00,49.06024096385542,2702.55,4781.437125748503,167
2023-03-19 12:00:00,49.679867986798676,1437.3250883392227,4067.880794701987,303
2023-03-19 16:00:00,50.40637450199203,1562.5281385281385,3884.860557768924,252
2023-03-19 20:00:00,49.63106796116505,1618.712643678161,3474.0384615384614,104
2023-03-20 00:00:00,34.90909090909091,703.25,3272.7272727272725,12
2023-03-20 04:00:00,47.45774647887324,3402.6991869918697,4936.690647482014,142
2023-03-20 08:00:00,46.27142857142857,2202.0736434108526,4595.6834532374105,283
2023-03-20 12:00:00,48.08562691131498,2727.1294498381876,4652.134146341464,329
2023-03-20 16:00:00,49.47073170731707,1873.5258620689656,4199.255583126551,415
2023-03-20 20:00:00,50.00847457627118,1231.8613861386139,3729.91452991453,119
2023-03-21 00:00:00,47.45454545454545,5661.333333333333,4913.636363636364,22
2023-03-21 04:00:00,48.47328244274809,2534.3306451612902,4761.71875,131
2023-03-21 08:00:00,49.26315789473684,2527.4653846153847,4617.218543046358,307
2023-03-21 12:00:00,47.1580547112462,2361.557894736842,4343.076923076923,332
2023-03-21 16:00:00,49.75358851674641,2079.4670846394984,4371.4628297362115,428
2023-03-21 20:00:00,46.659574468085104,2481.9651162790697,4186.131386861314,146
2023-03-22 00:00:00,53.28125,3210.0714285714284,4028.5714285714284,33
2023-03-22 04:00:00,47.093023255813954,2749.8125,5257.258064516129,130
2023-03-22 08:00:00,43.33455882352941,2671.222222222222,4984.870848708487,275
2023-03-22 12:00:00,46.57835820895522,2223.248927038627,4295.925925925926,278
2023-03-22 16:00:00,48.054455445544555,2251.993883792049,4256.234096692112,414
2023-03-22 20:00:00,54.79503105590062,1579.554054054054,3809.3959731543623,173
2023-03-23 00:00:00,64.63333333333334,2016.5714285714287,3803.5714285714284,30
2023-03-23 04:00:00,49.583333333333336,3334.9180327868853,5139.7163120567375,147
2023-03-23 08:00:00,48.18707482993197,2595.1596958174905,4699.657534246576,299
2023-03-23 12:00:00,45.35918367346939,1997.5581395348838,4512.863070539419,250
2023-03-23 16:00:00,49.76881720430107,1756.7587301587303,4077.3480662983425,380
2023-03-23 20:00:00,47.65384615384615,1654.6571428571428,3756.060606060606,132
2023-03-24 00:00:00,52.625,1138.7777777777778,3178.3783783783783,40
